"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
48,"Local-gov","HS-grad","Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","small"
27,"Private","Bachelors","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,60,"United-States","large"
27,"Private","Bachelors","Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
57,"Private","Masters","Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
30,"Self-emp-not-inc","HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","small"
32,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","small"
36,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Japan","small"
53,"Private","Some-college","Separated","Craft-repair","Not-in-family","White","Male",0,2444,45,"United-States","large"
26,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","small"
41,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
26,"Self-emp-not-inc","9th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Portugal","small"
32,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","small"
46,"State-gov","Assoc-voc","Divorced","Tech-support","Not-in-family","White","Female",3325,0,42,"United-States","small"
42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","large"
44,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","large"
58,"Private","Some-college","Widowed","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
54,"State-gov","Masters","Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"China","small"
30,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","small"
46,"Self-emp-not-inc","HS-grad","Widowed","Other-service","Other-relative","White","Female",0,0,40,"United-States","small"
61,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,1651,40,"United-States","small"
23,"State-gov","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
26,"Private","HS-grad","Married-civ-spouse","Sales","Husband","Black","Male",0,0,36,"United-States","small"
51,"Private","Assoc-voc","Married-civ-spouse","Other-service","Husband","White","Male",4064,0,55,"United-States","small"
35,"Private","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,80,"United-States","large"
36,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,56,"United-States","small"
25,"Private","Masters","Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","small"
25,"Private","Masters","Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","small"
46,"Private","Prof-school","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","small"
25,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","large"
43,"Private","Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
21,"Private","Assoc-acdm","Never-married","Adm-clerical","Own-child","White","Female",0,0,8,"United-States","small"
36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,41,"United-States","small"
23,"Private","9th","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,36,"United-States","small"
20,"Self-emp-not-inc","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,80,"United-States","small"
35,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
32,"Private","11th","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","small"
57,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,1,"United-States","small"
53,"Private","HS-grad","Widowed","Sales","Not-in-family","White","Female",0,0,30,"United-States","small"
52,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Germany","large"
39,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",3464,0,40,"United-States","small"
25,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",114,0,40,"United-States","small"
31,"Private","HS-grad","Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","small"
33,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","Black","Male",0,0,55,"United-States","small"
61,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
52,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
26,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States","large"
37,"Private","Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
33,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","large"
31,"Private","12th","Separated","Transport-moving","Unmarried","Black","Male",0,0,40,"United-States","small"
46,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,46,"United-States","large"
38,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","small"
71,"State-gov","HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","small"
55,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","small"
31,"Local-gov","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","small"
74,"State-gov","7th-8th","Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,20,"United-States","small"
29,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Other-relative","White","Male",4386,0,45,"United-States","large"
22,"Private","5th-6th","Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","small"
38,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,10,"Canada","small"
25,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","small"
37,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","small"
23,"Private","Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,25,"United-States","small"
30,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States","small"
53,"Private","12th","Married-spouse-absent","Handlers-cleaners","Not-in-family","Other","Male",0,0,56,"Dominican-Republic","small"
48,"Private","HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Exec-managerial","Own-child","White","Female",0,0,30,"United-States","small"
37,"State-gov","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",8614,0,40,"United-States","large"
21,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","small"
50,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","large"
42,"Private","Some-college","Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
19,"Private","HS-grad","Never-married","Protective-serv","Not-in-family","White","Male",0,0,32,"United-States","small"
22,"Private","10th","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"Mexico","small"
22,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,16,"United-States","small"
39,"Local-gov","12th","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","small"
20,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,32,"United-States","small"
21,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Female",1055,0,32,"United-States","small"
34,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",7298,0,35,"Taiwan","large"
42,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","small"
19,"Private","11th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","small"
21,"Private","HS-grad","Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","small"
71,"Private","5th-6th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,55,"United-States","large"
22,"Private","HS-grad","Separated","Other-service","Other-relative","White","Male",0,0,35,"United-States","small"
47,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
20,"Federal-gov","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
60,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","small"
29,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,1977,25,"United-States","large"
31,"Private","HS-grad","Never-married","Other-service","Not-in-family","Other","Female",0,0,35,"United-States","small"
35,"Private","Some-college","Divorced","Sales","Unmarried","White","Female",0,0,36,"United-States","small"
53,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","small"
29,"Private","HS-grad","Separated","Sales","Unmarried","White","Female",0,0,35,"United-States","small"
29,"Private","11th","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
36,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States","large"
22,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
31,"Private","HS-grad","Divorced","Sales","Unmarried","Black","Male",0,0,50,"United-States","small"
34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Nicaragua","small"
31,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
55,"Local-gov","HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States","small"
34,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States","small"
29,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","large"
47,"Private","HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","small"
39,"State-gov","HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","small"
19,"Private","1st-4th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,55,"Mexico","small"
27,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"United-States","small"
54,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,46,"England","large"
54,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","small"
51,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","large"
33,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,35,"India","small"
40,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
55,"Local-gov","HS-grad","Divorced","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","small"
34,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,75,"United-States","small"
22,"Private","5th-6th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"Mexico","small"
29,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","small"
23,"Private","Some-college","Never-married","Tech-support","Own-child","White","Male",0,0,60,"United-States","small"
36,"Private","Assoc-acdm","Divorced","Tech-support","Not-in-family","White","Female",0,0,60,"United-States","small"
